date,lat,lon,group_size,avg_max_temp,avg_min_temp,avg_mean_temp,avg_total_precip,degree_days
2014-11-17,42.28,-82.96,3,-3.4,-9.8333,-6.6667,1.8333,0.0
2014-11-18,42.28,-82.96,3,-6.0,-11.4667,-8.7667,4.0667,0.0
2014-11-19,42.28,-82.96,3,-3.7,-12.0,-7.8667,6.2333,0.0
2014-11-20,51.66,-85.9,2,-8.75,-14.65,-11.75,3.45,0.0
2014-11-21,42.28,-82.96,3,-2.8,-16.9667,-9.9,0.2,0.0
2014-11-22,51.66,-85.9,2,2.0,-9.65,-3.85,2.7,0.0
2014-11-23,51.66,-85.9,2,0.4,-5.2,-2.4,0.2,0.0
2014-11-24,51.66,-85.9,2,3.2,-3.65,-0.25,15.4,0.0
2014-11-25,51.66,-85.9,2,-3.65,-12.55,-8.1,0.5,0.0
2014-11-26,51.66,-85.9,2,-9.3,-15.3,-12.35,0.7,0.0
2014-11-27,42.28,-82.96,3,-6.5,-14.4667,-10.5333,1.2,0.0
2014-11-28,42.28,-82.96,3,-7.7333,-14.3667,-11.0667,0.9333,0.0
2014-11-29,42.28,-82.96,3,-0.3333,-9.9,-5.1,0.0,0.0
2014-11-30,51.66,-85.9,2,-2.3,-11.35,-6.85,0.1,0.0
2014-12-01,51.66,-85.9,2,-9.6,-17.35,-13.5,0.1,0.0
2014-12-02,51.66,-85.9,2,-4.9,-15.95,-10.45,0.0,0.0
2014-12-03,42.28,-82.96,3,-3.7,-10.9,-7.3333,0.7333,0.0
2014-12-04,42.28,-82.96,3,-6.2,-14.6667,-10.4333,0.4667,0.0
2014-12-05,51.66,-85.9,2,-3.15,-12.05,-7.65,0.0,0.0
2014-12-06,42.28,-82.96,3,-2.4333,-10.2,-6.3333,0.0,0.0
2014-12-07,42.28,-82.96,3,-3.0333,-12.5667,-7.8333,0.0,0.0
2014-12-08,51.66,-85.9,2,0.05,-11.8,-5.9,0.0,0.0
2014-12-09,42.28,-82.96,3,-3.9333,-8.7667,-6.3667,0.4667,0.0
2014-12-10,42.28,-82.96,3,-2.7,-11.5,-7.1333,0.0,0.0
2014-12-11,51.66,-85.9,2,-1.0,-5.8,-3.45,0.0,0.0
2014-12-12,51.66,-85.9,3,1.5667,-3.8667,-1.1667,0.0,0.0
2014-12-13,51.66,-85.9,3,2.0667,-0.8667,0.6,0.8333,0.0
2014-12-14,51.66,-85.9,3,2.1667,-1.3,0.4667,0.3667,0.0
2014-12-15,51.66,-85.9,3,1.1333,-1.9667,-0.4,0.2,0.0
2014-12-16,51.66,-85.9,3,1.0667,-5.0333,-1.9667,2.2333,0.0
2014-12-17,51.66,-85.9,3,-1.9333,-8.9667,-5.4667,1.5,0.0
2014-12-18,51.66,-85.9,3,-3.9667,-9.6,-6.8333,0.0667,0.0
2014-12-19,51.66,-85.9,3,-4.7,-10.9,-7.8333,0.0,0.0
2014-12-20,51.66,-85.9,3,-1.6667,-11.6333,-6.7,0.0,0.0
2014-12-21,51.66,-85.9,3,-0.3667,-5.0667,-2.7333,0.0,0.0
2014-12-22,51.66,-85.9,2,0.4,-3.7,-1.7,3.15,0.0
2014-12-23,51.66,-85.9,3,3.5667,-1.4,1.1,1.8,0.0
2014-12-24,51.66,-85.9,3,7.3,-0.5667,3.3667,9.4,0.0
2014-12-25,42.28,-82.96,4,2.5,-1.075,0.725,0.7,0.0
2014-12-26,42.28,-82.96,4,3.4,-1.55,0.95,0.0,0.0
2014-12-27,42.28,-82.96,4,5.05,-5.3,-0.125,1.4,0.0
2014-12-28,51.66,-85.9,3,-5.2,-11.9,-8.6,0.8667,0.0
2014-12-29,51.66,-85.9,3,-9.6333,-14.7667,-12.2333,1.3333,0.0
2014-12-30,51.66,-85.9,3,-10.6667,-16.4,-13.5667,1.4667,0.0
2014-12-31,51.66,-85.9,3,-8.5667,-14.3,-11.4333,2.3,0.0
2015-01-01,51.66,-85.9,3,-6.1333,-14.8333,-10.5,2.6333,0.0
2015-01-02,51.66,-85.9,3,-8.3,-17.4667,-12.9333,0.0,0.0
2015-01-03,51.66,-85.9,3,-7.2667,-15.9667,-11.6667,6.7667,0.0
2015-01-04,42.28,-82.96,4,-5.8,-15.35,-10.625,8.575,0.0
2015-01-05,42.28,-82.96,4,-12.025,-19.375,-15.7,3.875,0.0
2015-01-06,42.28,-82.96,4,-12.225,-17.575,-14.95,1.55,0.0
2015-01-07,51.66,-85.9,3,-12.7667,-24.0333,-18.4333,0.9,0.0
2015-01-08,51.66,-85.9,4,-12.425,-20.675,-16.575,2.7,0.0
2015-01-09,51.66,-85.9,4,-15.225,-21.7,-18.5,2.1,0.0
2015-01-10,42.28,-82.96,5,-12.7,-20.46,-16.62,1.16,0.0
2015-01-11,42.28,-82.96,5,-9.06,-16.96,-13.04,1.0,0.0
2015-01-12,42.28,-82.96,5,-9.22,-20.14,-14.72,1.34,0.0
2015-01-13,42.28,-82.96,5,-10.84,-21.42,-16.16,0.16,0.0
2015-01-14,51.66,-85.9,4,-9.575,-23.125,-16.375,0.075,0.0
2015-01-15,42.28,-82.96,5,-6.46,-19.0,-12.76,0.7,0.0
2015-01-16,42.28,-82.96,6,-12.4333,-22.6333,-17.5833,0.0,0.0
2015-01-17,42.28,-82.96,4,-4.1,-22.025,-13.1,0.0,0.0
2015-01-18,51.66,-85.9,4,-4.375,-15.85,-10.125,3.225,0.0
2015-01-19,51.66,-85.9,4,-11.25,-23.625,-17.475,0.1,0.0
2015-01-20,42.28,-82.96,5,-9.76,-21.4,-15.6,0.28,0.0
2015-01-21,42.28,-82.96,5,-8.6,-17.42,-13.04,1.84,0.0
2015-01-22,42.28,-82.96,5,-3.96,-16.78,-10.38,0.2,0.0
2015-01-23,42.28,-82.96,5,-1.94,-8.62,-5.3,0.26,0.0
2015-01-24,51.66,-85.9,3,-4.1,-13.5667,-8.8333,0.6333,0.0
2015-01-25,42.28,-82.96,5,-9.68,-19.32,-14.52,0.12,0.0
2015-01-26,42.28,-82.96,5,-9.26,-20.18,-14.74,0.0,0.0
2015-01-27,42.28,-82.96,5,-4.52,-14.82,-9.7,0.0,0.0
2015-01-28,42.28,-82.96,5,-2.92,-18.92,-10.94,0.04,0.0
2015-01-29,42.28,-82.96,5,-7.28,-14.26,-10.78,2.64,0.0
2015-01-30,42.28,-82.96,5,-9.34,-22.58,-15.98,0.54,0.0
2015-01-31,42.28,-82.96,5,-8.72,-22.08,-15.4,0.18,0.0
2015-02-01,42.28,-82.96,5,-11.64,-21.9,-16.8,7.44,0.0
2015-02-02,42.28,-82.96,5,-13.88,-24.86,-19.4,2.3,0.0
2015-02-03,42.28,-82.96,5,-11.4,-22.84,-17.14,0.8,0.0
2015-02-04,42.28,-82.96,5,-10.52,-20.7,-15.64,2.94,0.0
2015-02-05,42.28,-82.96,5,-13.1,-24.22,-18.68,0.18,0.0
2015-02-06,42.28,-82.96,5,-10.06,-19.14,-14.62,0.48,0.0
2015-02-07,42.28,-82.96,5,-10.96,-17.64,-14.32,1.82,0.0
2015-02-08,42.28,-82.96,5,-10.22,-20.68,-15.48,1.66,0.0
2015-02-09,42.28,-82.96,5,-10.42,-19.62,-15.04,0.16,0.0
2015-02-10,51.66,-85.9,4,-13.225,-24.375,-18.8,0.325,0.0
2015-02-11,42.28,-82.96,5,-8.8,-17.92,-13.38,1.94,0.0
2015-02-12,51.66,-85.9,5,-16.52,-30.2,-23.38,0.36,0.0
2015-02-13,42.28,-82.96,6,-13.5167,-28.2167,-20.8833,1.1,0.0
2015-02-14,51.66,-85.9,4,-16.1,-27.875,-22.0,1.75,0.0
2015-02-15,42.28,-82.96,6,-19.15,-32.2333,-25.7167,0.2333,0.0
2015-02-16,42.28,-82.96,6,-14.6833,-29.7,-22.2333,0.0,0.0
2015-02-17,42.28,-82.96,6,-14.95,-26.4333,-20.7167,0.2667,0.0
2015-02-18,42.28,-82.96,6,-16.6333,-26.55,-21.6167,0.6833,0.0
2015-02-19,42.28,-82.96,6,-19.2167,-30.8167,-25.0333,0.1,0.0
2015-02-20,51.66,-85.9,5,-15.2,-31.42,-23.32,0.24,0.0
2015-02-21,42.28,-82.96,5,-12.04,-22.1,-17.1,1.98,0.0
2015-02-22,42.28,-82.96,6,-14.6667,-27.1667,-20.95,0.2833,0.0
2015-02-23,42.28,-82.96,6,-14.3167,-28.9,-21.6333,0.5,0.0
2015-02-24,42.28,-82.96,6,-10.1167,-21.85,-16.0,0.9,0.0
2015-02-25,42.28,-82.96,5,-11.84,-22.02,-16.96,0.04,0.0
2015-02-26,42.28,-82.96,6,-14.1167,-25.7833,-19.9833,0.1667,0.0
2015-02-27,42.28,-82.96,6,-9.3,-23.7,-16.5167,0.1,0.0
2015-02-28,42.28,-82.96,7,-6.4286,-20.2571,-13.3714,0.0286,0.0
2015-03-01,42.28,-82.96,7,-5.1429,-16.4571,-10.8143,0.5286,0.0
2015-03-02,42.28,-82.96,7,-6.0286,-18.4429,-12.2571,0.0571,0.0
2015-03-03,51.66,-85.9,6,-3.7667,-18.4333,-11.1167,4.35,0.0
2015-03-04,51.66,-85.9,5,-6.84,-18.02,-12.46,0.08,0.0
2015-03-05,42.28,-82.96,8,-11.1375,-25.8,-18.5,0.0,0.0
2015-03-06,42.28,-82.96,7,-6.2714,-20.8857,-13.6,0.4,0.0
2015-03-07,42.28,-82.96,7,-4.1143,-14.2571,-9.2,0.7714,0.0
2015-03-08,42.28,-82.96,7,-1.9714,-14.6571,-8.3286,0.4571,0.0
2015-03-09,42.28,-82.96,7,0.9286,-12.9,-6.0143,0.0,0.0
2015-03-10,42.28,-82.96,7,4.5286,-5.7429,-0.6,1.0,0.0
2015-03-11,51.66,-85.9,6,0.05,-10.35,-5.1333,0.0,0.0
2015-03-12,51.66,-85.9,6,-2.45,-14.5167,-8.5167,0.6667,0.0
2015-03-13,42.28,-82.96,6,3.1833,-8.8,-2.8,0.2167,0.0
2015-03-14,51.66,-85.9,5,1.44,-6.12,-2.32,2.36,0.0
2015-03-15,51.66,-85.9,5,4.24,-7.02,-1.38,1.32,0.0
2015-03-16,42.28,-82.96,6,7.25,-3.9833,1.6333,1.2333,0.0
2015-03-17,42.28,-82.96,6,0.7,-9.0667,-4.1833,0.0,0.0
2015-03-18,42.28,-82.96,6,-0.3833,-13.1667,-6.7833,0.0,0.0
2015-03-19,42.28,-82.96,5,3.7,-12.46,-4.4,0.0,0.0
2015-03-20,42.28,-82.96,6,4.25,-10.5333,-3.15,1.5333,0.0
2015-03-21,42.28,-82.96,7,-3.1,-14.4,-8.7571,0.7857,0.0
2015-03-22,42.28,-82.96,7,-5.5857,-18.1286,-11.8857,0.0,0.0
2015-03-23,42.28,-82.96,7,-3.0571,-19.2143,-11.1714,0.0,0.0
2015-03-24,42.28,-82.96,7,2.6143,-13.6143,-5.5143,0.0,0.0
2015-03-25,51.66,-85.9,4,3.275,-12.25,-4.525,1.825,0.0
2015-03-26,42.28,-82.96,6,-1.55,-8.6667,-5.1167,2.05,0.0
2015-03-27,42.28,-82.96,7,-2.9286,-17.7,-10.3429,0.0571,0.0
2015-03-28,42.28,-82.96,7,1.4857,-15.1143,-6.8571,0.0,0.0
2015-03-29,42.28,-82.96,5,2.96,-8.28,-2.7,2.84,0.0
2015-03-30,42.28,-82.96,5,1.64,-9.92,-4.12,0.46,0.0
2015-03-31,42.28,-82.96,5,0.72,-11.1,-5.2,1.44,0.0
2015-04-01,42.28,-82.96,7,6.3,-11.6571,-2.7,1.1286,0.0
2015-04-02,42.28,-82.96,6,10.3667,-3.2833,3.55,4.3,0.0
2015-04-03,42.28,-82.96,4,6.15,-5.05,0.575,0.675,0.0
2015-04-04,42.28,-82.96,5,-1.82,-11.98,-6.9,0.0,0.0
2015-04-05,42.28,-82.96,6,-0.8167,-13.5,-7.1667,0.2167,0.0
2015-04-06,42.28,-82.96,6,2.5167,-11.1833,-4.3333,0.1,0.0
2015-04-07,42.28,-82.96,7,4.1143,-10.0,-2.9714,0.3714,0.0
2015-04-08,52.93,-82.43,5,2.5,-7.46,-2.48,3.08,0.0
2015-04-09,42.28,-82.96,6,10.9,-0.7833,5.0667,11.2833,0.0
2015-04-10,42.28,-82.96,5,9.66,-1.1,4.3,5.08,0.0
2015-04-11,42.28,-82.96,5,11.92,-2.32,4.82,0.0,0.0
2015-04-12,42.28,-82.96,5,15.2,0.32,7.76,0.2,0.0
2015-04-13,42.28,-82.96,5,16.32,2.18,9.28,6.72,1.25
2015-04-14,42.28,-82.96,5,10.84,-1.3,4.8,0.2,0.0
2015-04-15,42.28,-82.96,6,12.85,-4.7167,4.1,0.0,0.0
2015-04-16,42.28,-82.96,5,15.8,-1.38,7.22,0.44,0.0
2015-04-17,42.28,-82.96,5,13.7,0.84,7.28,0.82,0.0
2015-04-18,42.28,-82.96,6,14.0,1.0333,7.55,0.0833,0.0
2015-04-19,42.28,-82.96,7,8.6571,0.0714,4.3714,4.7429,0.0
2015-04-20,42.28,-82.96,6,11.5167,2.9333,7.2667,8.9833,0.0
2015-04-21,42.28,-82.96,7,5.9714,-0.6429,2.6857,2.0429,0.0
2015-04-22,42.28,-82.96,5,1.16,-3.52,-1.18,1.72,0.0
2015-04-23,42.28,-82.96,7,-0.0,-6.1143,-3.0714,0.0,0.0
2015-04-24,42.28,-82.96,7,4.9571,-6.9286,-1.0,0.3571,0.0
2015-04-25,42.28,-82.96,7,9.1143,-4.4857,2.3286,0.3,0.0
2015-04-26,42.28,-82.96,7,10.2714,-0.8429,4.7429,0.1143,0.0
2015-04-27,42.28,-82.96,6,11.1,0.85,6.0,0.1,0.0
2015-04-28,42.28,-82.96,6,16.0833,-0.0333,8.05,0.5333,0.03
2015-04-29,42.28,-82.96,5,12.28,0.88,6.62,0.3,0.0
2015-04-30,42.28,-82.96,7,13.6857,1.7143,7.7143,2.3429,0.0
2015-05-01,42.28,-82.96,7,19.7286,1.9286,10.8571,0.0,2.83
2015-05-02,42.28,-82.96,7,21.8571,2.5571,12.2286,0.0286,4.21
2015-05-03,42.28,-82.96,7,23.3429,4.8857,14.1571,0.0571,6.11
2015-05-04,42.28,-82.96,6,18.5833,7.6167,13.1333,2.3,5.1
2015-05-05,42.28,-82.96,5,17.42,4.24,10.86,3.78,2.83
2015-05-06,42.28,-82.96,6,20.3167,2.3167,11.35,0.7,3.32
2015-05-07,42.28,-82.96,6,21.9167,5.1167,13.55,0.95,5.52
2015-05-08,42.28,-82.96,7,22.4429,7.6571,15.0571,3.9714,7.05
2015-05-09,42.28,-82.96,7,15.9571,6.5429,11.2857,3.5,3.25
2015-05-10,42.28,-82.96,7,14.0286,5.6714,9.8857,3.1143,1.85
2015-05-11,42.28,-82.96,7,14.5143,5.1857,9.8714,8.7429,1.85
2015-05-12,42.28,-82.96,6,12.9833,3.7,8.3667,1.05,0.34
2015-05-13,42.28,-82.96,7,14.7286,0.2143,7.5,0.0,0.0
2015-05-14,42.28,-82.96,5,17.8,1.64,9.74,0.0,1.72
2015-05-15,42.28,-82.96,7,15.4714,5.7143,10.6,5.4,2.59
2015-05-16,42.28,-82.96,7,18.9286,8.9286,13.9714,0.3857,5.93
2015-05-17,51.66,-85.9,4,20.65,2.525,11.6,13.25,3.59
2015-05-18,42.28,-82.96,5,21.82,11.04,16.44,2.92,8.43
2015-05-19,42.28,-82.96,4,15.0,5.125,10.075,0.0,2.06
2015-05-20,42.28,-82.96,7,12.4286,1.3286,6.9143,0.1714,0.0
2015-05-21,51.66,-85.9,7,12.4571,2.2714,7.3857,0.0571,0.0
2015-05-22,42.28,-82.96,8,13.05,0.175,6.65,0.0,0.0
2015-05-23,42.28,-82.96,8,19.125,1.2125,10.1875,0.2875,2.17
2015-05-24,42.28,-82.96,8,24.725,6.975,15.8625,0.375,7.85
2015-05-25,42.28,-82.96,8,21.5875,10.3125,15.9875,5.225,7.95
2015-05-26,42.28,-82.96,8,25.35,12.775,19.0625,1.0125,11.06
2015-05-27,42.28,-82.96,7,20.1,9.0571,14.6,0.6857,6.58
2015-05-28,42.28,-82.96,8,19.8875,7.1875,13.5625,2.1375,5.54
2015-05-29,42.28,-82.96,8,20.825,8.475,14.6875,5.6125,6.65
2015-05-30,42.28,-82.96,8,18.0875,6.5375,12.3375,10.75,4.31
2015-05-31,42.28,-82.96,7,13.5714,2.7143,8.1571,9.7429,0.14
2015-06-01,42.28,-82.96,7,18.0143,3.7857,10.9143,0.0,2.9
2015-06-02,42.28,-82.96,8,21.625,5.1125,13.3875,0.05,5.37
2015-06-03,42.28,-82.96,8,20.675,7.1625,13.9375,1.1,5.92
2015-06-04,42.28,-82.96,8,20.6375,7.9125,14.3,2.95,6.27
2015-06-05,42.28,-82.96,8,20.875,8.7875,14.85,2.5875,6.83
2015-06-06,42.28,-82.96,8,20.1625,6.0,13.1,0.025,5.08
2015-06-07,51.66,-85.9,7,20.3429,6.9857,13.6857,6.0,5.66
2015-06-08,42.28,-82.96,8,22.0625,12.1,17.1125,6.9875,9.08
2015-06-09,42.28,-82.96,8,22.9625,11.0625,17.0375,2.65,9.01
2015-06-10,42.28,-82.96,8,23.4,11.625,17.5375,11.0625,9.51
2015-06-11,51.66,-85.9,7,22.1,10.5,16.3429,0.2143,8.3
2015-06-12,42.28,-82.96,6,20.0667,9.55,14.8333,6.7167,6.81
2015-06-13,42.28,-82.96,8,23.7125,10.1125,16.9375,0.6625,8.91
2015-06-14,42.28,-82.96,7,23.5286,12.4429,18.0286,19.0857,9.99
2015-06-15,42.28,-82.96,6,23.5,11.75,17.6667,1.75,9.63
2015-06-16,42.28,-82.96,8,23.3125,10.3,16.8375,2.4125,8.81
2015-06-17,51.66,-85.9,7,23.1429,8.8571,16.0143,0.0714,8.0
2015-06-18,42.28,-82.96,8,21.2125,10.075,15.6625,2.8625,7.64
2015-06-19,51.66,-85.9,7,20.8857,6.5286,13.7286,0.1429,5.71
2015-06-20,42.28,-82.96,8,21.425,7.8875,14.675,0.5,6.66
2015-06-21,42.28,-82.96,8,25.9125,12.0375,18.9875,2.0125,10.98
2015-06-22,42.28,-82.96,8,22.6875,11.05,16.9,10.775,8.87
2015-06-23,51.66,-85.9,7,21.5714,9.8857,15.7429,2.8,7.73
2015-06-24,42.28,-82.96,8,22.9125,8.925,15.9625,0.4875,7.92
2015-06-25,42.28,-82.96,7,22.8571,10.3857,16.6429,2.0857,8.62
2015-06-26,42.28,-82.96,7,24.5429,10.5714,17.5714,0.8429,9.56
2015-06-27,51.66,-85.9,7,22.6571,10.7429,16.7429,10.6,8.7
2015-06-28,42.28,-82.96,7,22.5,12.8429,17.6857,2.5286,9.67
2015-06-29,42.28,-82.96,8,22.4,9.6,16.025,2.5625,8.0
2015-06-30,42.28,-82.96,7,20.9857,8.8286,14.9429,0.9286,6.91
2015-07-01,42.28,-82.96,7,20.7143,9.2286,14.9857,0.3571,6.97
2015-07-02,42.28,-82.96,7,23.6571,8.4286,16.0571,1.2429,8.04
2015-07-03,42.28,-82.96,8,21.8625,9.825,15.8625,0.825,7.84
2015-07-04,42.28,-82.96,7,23.1286,9.5571,16.3571,0.0,8.34
2015-07-05,42.28,-82.96,7,26.1714,12.2286,19.2143,1.9571,11.2
2015-07-06,42.28,-82.96,7,24.2571,12.1571,18.2429,0.5857,10.21
2015-07-07,42.28,-82.96,8,23.6625,12.45,18.0625,6.4875,10.06
2015-07-08,42.28,-82.96,8,22.6625,10.65,16.6875,0.5,8.66
2015-07-09,42.28,-82.96,7,23.2714,11.2714,17.3,1.8286,9.27
2015-07-10,42.28,-82.96,7,26.9857,12.8286,19.9143,0.0,11.91
2015-07-11,42.28,-82.96,7,26.8429,14.1714,20.5429,0.0,12.51
2015-07-12,42.28,-82.96,7,27.6286,14.6571,21.1714,0.0429,13.14
2015-07-13,42.28,-82.96,7,26.4,12.9857,19.7286,2.7429,11.69
2015-07-14,42.28,-82.96,7,22.1286,11.6286,16.9,2.2286,8.88
2015-07-15,42.28,-82.96,7,21.7,7.3,14.5286,0.0571,6.5
2015-07-16,42.28,-82.96,6,24.3,10.05,17.2,0.35,9.18
2015-07-17,42.28,-82.96,8,21.3875,14.5625,18.0,14.3375,9.98
2015-07-18,42.28,-82.96,6,27.65,15.6667,21.6667,3.5,13.66
2015-07-19,42.28,-82.96,7,26.2857,16.5714,21.4714,3.3571,13.43
2015-07-20,42.28,-82.96,7,24.0143,13.4143,18.7286,2.1143,10.71
2015-07-21,42.28,-82.96,6,20.0333,13.6167,16.85,2.2333,8.82
2015-07-22,42.28,-82.96,7,21.9286,11.0429,16.5143,0.4714,8.49
2015-07-23,42.28,-82.96,7,25.2143,10.5857,17.9286,0.0,9.9
2015-07-24,42.28,-82.96,7,27.3286,12.7571,20.0714,3.6571,12.04
2015-07-25,42.28,-82.96,7,28.5857,16.8857,22.7571,4.4857,14.74
2015-07-26,42.28,-82.96,7,28.2143,15.0143,21.6571,0.0429,13.61
2015-07-27,42.28,-82.96,7,30.3143,14.4143,22.4,0.5571,14.36
2015-07-28,42.28,-82.96,7,31.3714,16.3143,23.8714,0.0,15.84
2015-07-29,42.28,-82.96,7,30.5286,18.0286,24.2857,4.2857,16.28
2015-07-30,42.28,-82.96,7,25.3286,15.6714,20.5286,0.8,12.5
2015-07-31,42.28,-82.96,7,25.4857,14.4857,20.0143,1.1143,11.99
2015-08-01,42.28,-82.96,7,24.8714,13.2286,19.0857,1.6714,11.05
2015-08-02,42.28,-82.96,8,24.9625,12.8125,18.9125,18.45,10.89
2015-08-03,42.28,-82.96,8,22.0625,13.875,18.0,2.375,9.97
2015-08-04,42.28,-82.96,8,20.9625,12.0375,16.5375,2.3375,8.5
2015-08-05,42.28,-82.96,7,21.5857,11.5286,16.5714,0.1571,8.56
2015-08-06,52.93,-82.43,4,21.7,8.925,15.35,0.0,7.31
2015-08-07,42.28,-82.96,7,22.8429,11.8714,17.3714,1.4286,9.36
2015-08-08,42.28,-82.96,7,22.9,12.9714,17.9571,4.0286,9.94
2015-08-09,42.28,-82.96,7,24.9286,13.1143,19.0429,1.5571,11.02
2015-08-10,42.28,-82.96,7,22.5429,13.1571,17.8857,7.8143,9.85
2015-08-11,42.28,-82.96,6,24.4167,14.1833,19.3167,0.4667,11.3
2015-08-12,42.28,-82.96,7,23.2429,9.9429,16.6,0.0286,8.59
2015-08-13,42.28,-82.96,6,26.8167,11.4667,19.1833,0.05,11.14
2015-08-14,42.28,-82.96,6,27.4833,17.85,22.7,3.2333,14.67
2015-08-15,42.28,-82.96,7,29.3571,15.8857,22.6429,1.5143,14.62
2015-08-16,42.28,-82.96,6,29.75,16.8333,23.3333,0.0333,15.29
2015-08-17,42.28,-82.96,6,28.8167,18.4333,23.6667,0.0,15.63
2015-08-18,42.28,-82.96,6,26.0333,17.5833,21.8333,1.6333,13.81
2015-08-19,42.28,-82.96,6,27.4167,16.6333,22.0667,7.3333,14.02
2015-08-20,42.28,-82.96,7,21.0571,14.6714,17.8857,15.1857,9.86
2015-08-21,42.28,-82.96,6,22.1667,11.6,16.9,0.1,8.88
2015-08-22,42.28,-82.96,6,25.5333,11.4,18.5,0.0,10.47
2015-08-23,42.28,-82.96,6,24.7167,13.1333,18.9667,5.45,10.93
2015-08-24,42.28,-82.96,7,21.4429,13.4286,17.4571,3.0571,9.44
2015-08-25,42.28,-82.96,7,17.0429,11.2143,14.1714,1.9286,6.13
2015-08-26,42.28,-82.96,7,18.1429,11.6,14.9,1.1,6.87
2015-08-27,42.28,-82.96,7,19.9,9.5143,14.7143,0.6143,6.71
2015-08-28,42.28,-82.96,6,21.9333,9.15,15.5667,1.0167,7.54
2015-08-29,52.93,-82.43,6,22.35,11.9333,17.15,1.9,9.14
2015-08-30,42.28,-82.96,7,25.7857,15.3571,20.5857,0.4429,12.57
2015-08-31,42.28,-82.96,7,25.8571,14.7429,20.3143,0.0,12.3
2015-09-01,42.28,-82.96,7,27.3714,15.5,21.4429,0.0286,13.44
2015-09-02,42.28,-82.96,7,27.5714,15.1429,21.4,1.3286,13.36
2015-09-03,52.93,-82.43,6,27.5667,14.7667,21.2,0.0,13.17
2015-09-04,42.28,-82.96,7,27.8714,16.4429,22.1857,1.6857,14.16
2015-09-05,42.28,-82.96,7,28.6857,15.1,21.9143,4.8429,13.89
